"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
23718,"","PRIV. GERANIO 209",125.938814,657460.790266,2302656.499238,657564.961914,2302727.272486,657512.876090,2302691.885862
23719,"","NARDO",71.147839,657521.983738,2302598.093222,657561.105914,2302538.667046,657541.544826,2302568.380134
23720,"","CLAVEL",142.430803,657506.631930,2302592.645798,657624.988922,2302671.880614,657565.810426,2302632.263206
23721,"","CLAVEL 95",104.430921,657544.684282,2302569.424422,657631.759098,2302627.076774,657588.221690,2302598.250598
23722,"","ORQUIDEA",144.081800,657534.859386,2302514.896678,657654.206714,2302595.617062,657594.533050,2302555.256870
23723,"","CRISANTEMO",77.774274,657612.608506,2302659.500070,657657.673210,2302596.112294,657635.140858,2302627.806182
23724,"","NARANJA",107.412198,657719.231610,2302098.663590,657722.809978,2302206.016166,657721.020794,2302152.339878
23725,"","NOPALES",64.061000,660657.883261,2292873.477277,660646.750333,2292810.391069,660652.316790,2292841.934174
23726,"","VENECIA",57.279276,660699.233789,2292867.645725,660691.281789,2292810.921117,660695.257763,2292839.283425
23727,"","SIRACUSA",57.208098,660739.524221,2292861.814301,660732.102269,2292805.089693,660735.813258,2292833.451995
23728,"","CANNES",57.667947,660841.840509,2292850.151197,660834.948733,2292792.896541,660838.394644,2292821.523866
23729,"","MONZA",40.571824,660878.950013,2292830.536221,660874.178813,2292790.245917,660876.564413,2292810.391069
23730,"","IBIZA",191.105820,660652.581885,2292874.007325,660841.840509,2292847.500573,660747.211194,2292860.753930
23731,"","STORIA",186.352428,660649.401085,2292817.282845,660834.418557,2292795.017117,660741.909820,2292806.149975
23732,"","PASEO DE LA LUNA",924.685237,658943.232251,2292503.691293,659857.186812,2292369.390109,659401.502800,2292442.494657
23733,"","RIO SINU",244.818634,659935.169020,2293528.527646,660172.260348,2293467.504158,660053.714689,2293498.015919
23734,"","RIO AMAZONAS",187.178960,659579.031932,2293810.636318,659607.042684,2293995.707550,659593.037308,2293903.171934
23735,"","RIO PARANA",126.180598,659587.035004,2293850.651678,659698.077692,2293794.630174,659646.562571,2293830.498468
23736,"","RIO DE LA PLATA",173.632462,659556.023036,2293810.636318,659726.088572,2293775.622814,659641.055804,2293793.129566
23737,"","RIO DE LA PLATA",164.020471,659746.096252,2293770.620958,659907.158268,2293739.608990,659826.627260,2293755.114974
23738,"","RIO MARACAIBO",175.024522,659543.018108,2293726.603934,659714.083964,2293689.589662,659628.551036,2293708.096798
23739,"","RIO MARACAIBO",169.924240,659729.089660,2293683.587358,659895.153660,2293647.573534,659812.121660,2293665.580446
23740,"","RIO BRANCO",171.673270,659533.014140,2293637.569694,659701.078908,2293602.556190,659617.046524,2293620.062942
23741,"","RIO BRANCO",164.823901,659717.085052,2293596.553886,659878.147068,2293561.540382,659797.616060,2293579.047134
23742,"","RIO MADERIRA",173.069524,659521.009532,2293551.536542,659690.074620,2293514.522270,659605.542076,2293533.029406
23743,"","RIO MADERIRA",108.300645,659709.081980,2293511.521182,659815.122812,2293489.512734,659762.102396,2293500.516958
23744,"","RIO SAN FRANCISCO",295.831661,659692.075388,2293482.509982,659732.090876,2293775.622814,659712.083132,2293629.066398
23745,"","RIO JURUA",425.996162,659882.148604,2293436.492318,659939.170556,2293858.654878,659910.659580,2293647.573598
23746,"","RIO VERDE",91.446409,659837.131260,2293864.657182,659927.165948,2293848.650910,659882.148604,2293856.654046
23747,"","HACIENDA YEXTHO",186.371647,658759.748859,2293875.998622,658943.251707,2293843.424158,658851.500283,2293859.711390
23748,"","HACIEDNA JURICA",196.769657,658759.748859,2293929.203614,658566.473467,2293966.121374,658663.111163,2293947.662494
23749,"","HACIENDA LA HERRADURA",192.624689,658779.598843,2294026.791326,658968.938107,2293991.366558,658874.268475,2294009.078942
23750,"","HACIENDA LA LAJA",199.087272,658799.754363,2294164.825758,658604.918139,2294205.747486,658702.336251,2294185.286622
23751,"","HACIENDA LA TROJE",175.141330,658819.299067,2294271.710750,658991.536635,2294239.950622,658905.417851,2294255.830686
23752,"","PASEO DEL AGUA",341.152302,657078.831482,2292750.878493,657091.861242,2293028.847389,657130.600469,2292913.409091
23753,"","PASEO DEL NORTE",989.061475,656737.161337,2292837.743773,657681.097594,2292542.401693,657209.129466,2292690.072733
23754,"","PARQUE CENTRAL OESTE",294.421556,657023.816826,2292430.924573,657112.129786,2292711.789085,657067.973306,2292571.356829
23755,"","PASEO DEL VALLE",988.549626,656640.161657,2292540.954013,657582.650234,2292242.716445,657111.405946,2292391.835229
23756,"","DE LAS AMERICAS",298.058286,657207.681658,2292025.553180,657298.890234,2292309.313181,657253.285946,2292167.433180
23757,"","INGLATERRA",673.798134,656563.430649,2292284.701341,657198.995194,2292093.597724,656872.654701,2292161.462250
23758,"","INGLATERRA",258.875659,657261.248634,2292071.881372,657494.337146,2291969.090716,657373.774913,2292011.397598
23759,"","INGLATERRA",188.869078,656332.332793,2292330.667549,656518.007417,2292310.037021,656425.994105,2292326.709652
23760,"","SAN JUAN",366.901376,658719.595131,2292351.997597,658719.595131,2292718.898973,658719.595131,2292535.448285
23761,"","CAMINO ANTIGUO A OCOTLAN",1999.111525,659077.041915,2291807.465756,657856.210298,2293383.791134,658493.317869,2292613.599612
23762,"","CAMINO ANTIGUO A OCOTLAN",1117.895151,657852.315514,2293386.875422,656957.040889,2294055.529758,657407.308334,2293724.380725
23763,"","IGNACIO DIAZ MORALES",517.874085,659396.213756,2287285.969176,659395.107836,2286778.375447,659414.710176,2287030.093428
23764,"","LUIS BARRAGAN",385.834020,659357.508348,2287285.969176,659742.350588,2287313.615896,659549.929468,2287299.792536
23765,"","PLAZA DE LA ESCULTURA",143.085013,659898.278140,2287303.663000,659887.219452,2287161.005976,659892.748796,2287232.334488
23766,"","PLAZA DE LA PINTURA",179.726623,659885.007740,2287114.559512,659870.631420,2286935.408792,659877.819580,2287024.984152
23767,"","PLAZA DE LA PINTURA",126.243478,659767.785596,2286939.832216,659893.854588,2286933.197080,659830.820092,2286936.514648
23768,"","PLAZA ARQUITECTURA",148.450215,659621.810940,2287143.312152,659769.997308,2287152.159000,659695.904124,2287147.735576
23769,"","PLAZA DE LA ESCULTURA",120.722261,659761.150332,2287191.970328,659881.690108,2287185.335064,659821.420220,2287188.652696
23770,"","PLAZA ARQUITECTURA",58.777636,659619.599228,2287193.076248,659615.175676,2287251.687192,659617.387452,2287222.381720
23771,"","PLAZA DE LA ESCULTURA",143.971205,659745.668220,2287272.698776,659889.431164,2287280.439832,659817.549692,2287276.569304
23772,"","AV. DE LAS ARTES",794.849509,659699.037436,2287142.574872,660008.680700,2286512.966935,659721.824996,2286747.410918
23773,"","JOSE CLEMENTE OROZCO",285.932748,659423.491836,2286852.099992,659708.805884,2286870.899736,659566.148862,2286861.499833
23774,"","CONSUELO VELAZQUEZ",145.936577,659719.903868,2286841.637272,659865.839228,2286841.041304,659792.871548,2286841.339288
23775,"","JUAN JOSE ARREOLA",740.529350,659623.654012,2287141.837592,659880.215548,2286550.197911,659650.001537,2286772.512918
23776,"","PLAZA DE LA DANZA",244.383175,659471.044220,2286695.066647,659502.008444,2286453.987351,659479.910537,2286573.197180
23777,"","PRIV. JUAN RULFO",92.231842,659559.513724,2286470.575383,659580.525180,2286557.938967,659561.957389,2286516.458469
23778,"","PLAZA DEL CINE",274.554981,659507.537788,2286468.363543,659691.112060,2286599.962007,659642.659964,2286472.355947
23779,"","PLAZA DE LA LITERATURA",112.288937,659942.144252,2286599.962007,660019.555068,2286634.243863,659978.410323,2286642.821935
23780,"","PLAZA DE LA MUSICA",179.109388,659854.780668,2286700.595991,659786.216700,2286831.088536,659787.905434,2286741.558649
23781,"","PLAZA ARQUITECTURA",147.416937,659659.041788,2287151.790360,659649.089020,2287298.870936,659654.065404,2287225.330648
23782,"","PLAZA ARQUITECTURA",120.004619,659742.090364,2287311.122328,659749.799932,2287192.394776,659745.961731,2287251.245039
23783,"","PRIVADA BAMBU",136.910240,658039.512442,2282265.938067,658094.292347,2282391.411475,658066.902395,2282328.674771
23784,"","PRIVADA BAMBU",34.358836,658089.089787,2282373.049491,658121.529211,2282361.726355,658105.309499,2282367.387923
23785,"","PRIVADA BAMBU",116.495691,658130.710267,2282379.476243,658084.193275,2282272.670739,658107.451771,2282326.073491
23786,"","PRIVADA BAMBU",58.038819,658052.671867,2282283.994003,658094.598395,2282249.718291,658079.517147,2282272.973248
23787,"","ALAMO",300.217127,658154.580731,2282370.295187,658035.839994,2282094.559635,658095.336839,2282232.373663
23788,"","PRIVADA ABETO",36.377995,657978.611962,2282121.184531,658014.417786,2282114.757907,657996.514874,2282117.971219
23789,"","PRIVADA ABETO",167.246232,657969.736954,2282104.046739,658035.839994,2282257.675155,658002.788474,2282180.860947
23790,"","PRIVADA ABETO",144.184266,658008.909178,2282097.926035,658066.443387,2282230.132243,658037.722881,2282164.009666
23791,"","PRIVADA ABETO",59.353536,658036.452090,2282244.209683,658091.844091,2282237.170963,658063.803266,2282232.693443
23792,"","ALAMILLO",91.405391,658102.504187,2282239.823251,658186.561147,2282203.915411,658144.532654,2282221.869302
23793,"","PRIVADA CEDRO",132.179116,658126.170747,2282239.415187,658177.992315,2282361.012243,658152.081531,2282300.213715
23794,"","PRIVADA CEDRO",110.748416,658215.124219,2282347.954835,658171.055483,2282246.351891,658193.089851,2282297.153363
23795,"","PRIVADA CEDRO",58.798374,658139.228155,2282255.736979,658176.768123,2282217.788947,658166.365866,2282244.429600
23796,"","PRIVADA CEDRO",34.200256,658173.095803,2282342.650259,658205.331195,2282331.224979,658189.213499,2282336.937619
23797,"","PRIVADA ENCINO",148.038927,658060.475643,2282087.214867,658119.234043,2282223.093395,658089.854843,2282155.154131
23798,"","PRIVADA ENCINO",117.249853,658097.607675,2282077.829907,658145.756795,2282184.737299,658121.682235,2282131.283603
23799,"","PRIVADA ENCINO",33.613479,658071.492859,2282103.536659,658104.544379,2282097.415955,658088.018619,2282100.476307
23800,"","PRIVADA ENCINO",57.341582,658114.745467,2282201.467155,658166.975099,2282199.018899,658140.884086,2282189.686374
23801,"","CAMINO NACIONAL",403.730114,658209.343611,2282078.918035,658367.664635,2282289.468563,658203.621336,2282252.479625
23802,"","PRIMAVERA SUR",169.177248,658215.328251,2282071.845267,658349.710715,2282136.044179,658296.635958,2282070.794084
23803,"","PRIMAVERA",136.569738,658347.534459,2282249.208211,658369.840891,2282117.546131,658351.771928,2282181.054948
23804,"","PRIVADA GALEANDA",182.184072,658187.581307,2282107.208979,658261.573243,2282273.690899,658224.577275,2282190.449939
23805,"","PRIVADA HULE",199.099366,658218.048507,2282080.006163,658296.937083,2282262.809747,658257.492795,2282171.407955
23806,"","PRIVADA JACARANDA",189.118944,658256.676731,2282071.301139,658331.756795,2282244.855827,658292.952912,2282158.625018
23807,"","PRIVADA MAPLE NORTE",72.606920,658368.208635,2282269.882515,658429.687291,2282231.254291,658398.947963,2282250.568403
23808,"","PRIVADA MAPLE NORTE",43.555198,658359.503739,2282241.591443,658403.028347,2282243.223571,658381.266043,2282242.407507
23809,"","PRIVADA MAPLE CENTRO",64.256517,658360.047739,2282202.963347,658424.246651,2282205.683603,658392.147195,2282204.323475
23810,"","PRIVADA MAPLE SUR",57.149454,658360.591867,2282164.879251,658417.718011,2282166.511379,658389.154939,2282165.695315
23811,"","PRIVADA MAPLE ORIENTE",99.869892,658417.718011,2282150.189587,658437.304059,2282248.120083,658427.511035,2282199.154835
23812,"","PRIVADA OYAMEL PONIENTE",96.389126,658452.418683,2282131.283603,658471.086715,2282225.847699,658461.752699,2282178.565651
23813,"","PRIVADA OYAMEL NORTE",175.843302,658470.474619,2282205.037459,658630.223739,2282136.180115,658545.493261,2282159.652711
23814,"","PRIVADA ROBLE",60.798976,658490.060667,2282123.326739,658501.689979,2282183.003155,658495.875323,2282153.164947
23815,"","PRIVADA SAUCE",44.953498,658528.314875,2282116.594067,658537.189755,2282160.662803,658532.752315,2282138.628435
23816,"","PRIVADA TABACHIN",42.793233,658565.650811,2282108.025107,658574.219771,2282149.951635,658569.935291,2282128.988371
23817,"","PROVADA OYAMEL ORIENTE",40.872353,658603.292795,2282099.762195,658611.249659,2282139.852563,658607.271227,2282119.807379
23818,"","PRIVADA PAROTA",58.791132,658454.135803,2282042.942099,658465.561083,2282100.612371,658459.848443,2282071.777235
23819,"","PRIVADA PAROTA",97.334633,658459.032443,2282036.413459,658503.101051,2282092.451475,658493.713675,2282044.698099
23820,"","PRIVADA PINO",102.754099,658528.671867,2282021.179795,658580.357371,2282075.585683,658569.773155,2282025.310683
23821,"","PRIVADA PINO",62.739226,658529.215867,2282021.179795,658541.729275,2282082.658451,658535.472571,2282051.919123
23822,"","PRIVADA NOGAL",66.537604,658410.067195,2282092.451475,658443.254651,2282034.781331,658426.660923,2282063.616403
23823,"","PRIVADA NOGAL",62.569066,658364.094203,2282067.424787,658394.017403,2282012.474899,658379.055803,2282039.949843
23824,"","PRIVADA NOGALERA",50.011991,658382.592251,2282038.045587,658425.572859,2282063.616403,658404.082555,2282050.830995
23825,"","PRIVADA NOGAL",52.073543,658395.105531,2282010.298643,658441.350523,2282034.237203,658418.228027,2282022.267923
23826,"","AV. DEL CANAL",788.420605,658032.324218,2281935.490963,658702.726395,2282075.723539,658328.475521,2282072.820459
23827,"","AV. DEL CANAL",784.943243,658694.282235,2282055.819539,658027.197434,2281918.904339,658331.500309,2282040.858243
23828,"","CALLE MARGARITAS",176.313848,657968.499962,2281728.413715,658044.030842,2281886.253971,658001.732626,2281810.022822
23829,"","TULIPANES",161.033750,658009.170426,2281721.151123,658077.922939,2281864.950291,658037.291186,2281795.752394
23830,"","TULIPANES",132.493028,658045.967610,2281713.888531,658071.144571,2281843.646739,658061.532463,2281778.267298
23831,"","LAURELES",155.461521,658085.185531,2281703.236755,658114.719995,2281855.751059,658102.403169,2281779.003405
23832,"","AV. JACARANDA",165.533784,657947.196410,2281723.571987,658106.973307,2281689.679891,658029.362317,2281717.104410
23833,"","VILLA TULIPANES",163.233907,657937.028730,2281692.100755,658093.900667,2281663.534611,658018.047124,2281692.495204
23834,"","CALLE MARGARITAS",93.859248,658048.872571,2281885.769747,658137.476219,2281859.624467,658091.601352,2281866.614489
23835,"","CAMINO NACIONAL",271.703289,658152.485499,2281909.978387,658154.422139,2281651.914387,658128.282846,2281776.300207
23836,"","PRIVADA AZALEA",87.479875,658136.991995,2281789.419411,658223.174651,2281774.410131,658180.083323,2281781.914771
23837,"","PRIVADA AZUCENA",104.033926,658130.213627,2281749.717267,658232.858107,2281732.771219,658181.535867,2281741.244243
23838,"","PRIVADA AZUCENA",99.737271,658125.855995,2281710.499347,658224.143099,2281693.553299,658174.999547,2281702.026323
23839,"","PRIVADA JAZMIN",102.174140,658269.171067,2281779.251859,658233.826427,2281875.117971,658251.498747,2281827.184915
23840,"","PRIVADA JAZMIN",136.351233,658236.731515,2281874.633747,658306.452347,2281793.292819,658282.333308,2281857.059477
23841,"","PRIVADA VIOLETA",152.382658,658343.249531,2281809.754643,658329.208443,2281946.291347,658316.310150,2281881.024471
23842,"","PRIVADA VIOLETA",119.083572,658333.566075,2281945.807123,658376.657403,2281834.931603,658355.639914,2281890.640574
23843,"","PRIVADA VIOLETA",88.067477,658405.707771,2281871.244563,658375.689083,2281954.038035,658390.698427,2281912.641299
23844,"","PRIVADA VIOLETA",77.219483,658378.109947,2281955.490579,658432.821371,2281915.788435,658415.906291,2281949.127066
23845,"","PRIVADA LOS ARRAYANES",90.750432,658461.190907,2281944.263827,658546.163195,2281912.399251,658503.677051,2281928.331539
23846,"","PRIVADA LOS FRESNOS",90.373716,658446.756475,2281906.135315,658531.728763,2281875.360019,658489.242619,2281890.747667
23847,"","PRIVADA LOS FRESNOS",93.469065,658428.509179,2281870.185491,658516.477307,2281838.593171,658472.493243,2281854.389331
23848,"","PRIVADA LOS FRESNOS",34.966572,658515.387899,2281841.861395,658526.281851,2281875.087635,658520.834875,2281858.474515
23849,"","PRIVADA DEL ROBLE",104.144832,658404.542715,2281837.503763,658501.225851,2281799.375251,658452.151354,2281816.788761
23850,"","PRIVADA DEL ROBLE",111.113923,658421.972859,2281822.252307,658500.681211,2281796.651795,658464.369825,2281786.348641
23851,"","PRIVADA LOS OLIVOS",104.129538,658376.490875,2281806.456211,658455.743867,2281738.914195,658416.117371,2281772.685203
23852,"","PRIVADA LOS OLIVOS",103.706642,658350.617979,2281775.681043,658430.687995,2281709.773075,658390.652987,2281742.727059
23853,"","PRIVADA LOS OLIVOS",36.662798,658430.687995,2281711.134739,658454.926843,2281738.641811,658442.807419,2281724.888275
23854,"","PRIVADA LOS PINOS",102.625728,658325.017339,2281744.361107,658403.453307,2281678.180755,658364.235323,2281711.270931
23855,"","PRIVADA LOS PINOS",104.053623,658298.872059,2281714.130579,658378.942075,2281647.677971,658338.907067,2281680.904275
23856,"","PRIVADA LOS PINOS",37.663764,658377.035643,2281650.129043,658401.546875,2281678.725523,658389.291259,2281664.427283
23857,"","PRIVADA LAS PALMAS",105.104710,658272.999035,2281684.717075,658353.069051,2281616.630419,658313.034043,2281650.673747
23858,"","VILLA PRIMAVERA",121.278895,658188.843899,2281646.588563,658301.323131,2281616.085651,658247.009007,2281642.002567
23859,"","PRIMAVERA",391.541826,658239.228027,2281648.222611,658458.467451,2281964.417555,658358.524059,2281799.309031
23860,"","PRIMAVERA",234.321883,658357.426683,2281808.090387,658227.244795,2281653.669523,658248.841793,2281764.090296
23861,"","CALLE BUGAMBILIA",133.975749,658230.971771,2281762.992403,658189.358587,2281889.132179,658207.269649,2281825.646890
23862,"","PRIVADA CLAVEL",33.379404,658000.317050,2281802.754451,658031.329786,2281790.409619,658015.823418,2281796.582035
23863,"","PRIVADA CLAVEL",34.849095,658065.654523,2281781.677843,658099.979387,2281775.655955,658082.816955,2281778.666899
23864,"","PRIVADA AZALEA",55.949373,658145.723387,2281829.183891,658200.823675,2281819.473555,658173.273531,2281824.328723
23865,"","PRIVADA AZALEA",35.268474,658148.207483,2281826.925587,658142.336123,2281792.149267,658145.271803,2281809.537427
23866,"","PRIVADA AZUCENA",36.680432,658134.206587,2281747.662483,658127.883515,2281711.531155,658131.045051,2281729.596819
23867,"","CEDRO",57.543168,658602.989819,2282023.430803,658657.785595,2282005.862675,658630.387707,2282014.646739
23868,"","FRESNO",64.554929,658532.299003,2281846.076435,658593.787515,2281826.416787,658563.043259,2281836.246611
23869,"","CEREZO",185.597593,658543.592827,2281846.076435,658609.264123,2282019.666323,658576.215506,2281932.952079
23870,"","MONARCA",188.501651,658582.911995,2281831.018003,658640.635771,2282010.463891,658611.729950,2281920.755083
23871,"","TULE",69.994346,658582.493691,2281943.537683,658649.419899,2281923.041555,658615.956795,2281933.289618
23872,"","CEDRO",127.116328,658372.094459,2281630.657683,658492.561531,2281590.083731,658432.327995,2281610.370707
23873,"","BAMBU",127.102675,658444.458363,2281705.113107,658539.409915,2281620.618771,658491.934139,2281662.865939
23874,"","SABAL",90.109847,658392.172283,2281628.147987,658451.569275,2281695.910675,658421.870779,2281662.029331
23875,"","ALAMO",76.811510,658428.563323,2281613.507859,658478.758011,2281671.649939,658453.660667,2281642.578899
23876,"","SAUCE",55.191937,658483.777531,2281595.103123,658509.293179,2281644.042899,658496.535355,2281619.573011
23877,"","PALMA",44.617889,658458.261883,2281644.879507,658492.979835,2281616.854163,658475.620859,2281630.866835
23878,""," ALAZAN LUCRERO",541.655670,658505.528571,2281550.764563,658692.085371,2282056.475667,658612.687666,2281797.566169
23879,"","CIRCUITO MONTE VERDE",140.019964,658971.410427,2281434.653074,658837.452411,2281475.406483,658904.431419,2281455.029779
23880,"","CIRCUITO MONTE VERDE",83.673102,658855.187707,2281472.387731,658879.715195,2281552.385171,658867.451451,2281512.386451
23881,"","CIRCUITO MONTE VERDE",121.044154,658867.640059,2281507.103635,658983.485435,2281472.010387,658925.562747,2281489.557011
23882,"","CIRCUITO MONTE VERDE",34.883687,658905.752059,2281498.424595,658915.185787,2281532.008467,658910.468923,2281515.216531
23883,"","CIRCUITO MONTE VERDE",27.834234,658944.241403,2281487.104275,658951.788411,2281513.895827,658948.014907,2281500.500051
23884,"","8",78.013640,659395.100668,2281381.139730,659449.662204,2281349.833874,659433.418569,2281373.841070
23885,"","8",109.469143,659386.156156,2281338.206098,659478.284668,2281340.889362,659439.858882,2281327.628267
23886,"","9",116.805029,659495.651068,2281337.667090,659594.125948,2281339.560850,659536.813324,2281350.791030
23887,"","9",76.886841,659518.376060,2281325.357714,659578.029052,2281298.845330,659540.434786,2281306.880739
23888,"","6",105.501596,659400.490364,2281425.252882,659491.390204,2281424.305938,659452.201872,2281414.833352
23889,"","6",86.734496,659409.012220,2281467.862163,659468.191740,2281433.301266,659451.412219,2281458.754019
23890,"","7",133.012576,659514.115196,2281420.045074,659625.846140,2281420.991890,659560.905857,2281435.339224
23891,"","7",92.023984,659535.893244,2281409.629458,659609.275900,2281379.329554,659564.314065,2281389.103850
23892,"","4",123.044137,659430.316924,2281551.186963,659523.110396,2281501.002771,659490.538342,2281538.603415
23893,"","4",93.018252,659418.954364,2281509.997971,659501.332348,2281509.524627,659464.277473,2281499.561755
23894,"","5",99.299943,659551.043196,2281499.109011,659639.102460,2281459.813779,659590.910154,2281471.465410
23895,"","5",100.686044,659623.952508,2281469.282451,659611.169660,2281537.457299,659641.750904,2281516.374244
23896,"","5",57.852396,659582.290044,2281485.852691,659603.121276,2281539.824531,659592.705660,2281512.838611
23897,"","2",133.221632,659565.719804,2281572.965139,659477.187068,2281642.086803,659536.838631,2281612.444065
23898,"","2",117.407134,659503.226108,2281696.058643,659461.563644,2281587.641619,659475.082034,2281644.767462
23899,"","2",110.506828,659443.099644,2281591.902611,659541.574524,2281580.066579,659496.949038,2281579.673856
23900,"","3",19.906811,659613.536892,2281613.207187,659631.527420,2281604.685331,659622.532156,2281608.946259
23901,"","3",76.186924,659614.010236,2281564.916627,659646.204028,2281633.091475,659633.172678,2281597.838288
23902,"","3",50.358166,659647.624316,2281618.414995,659697.335164,2281610.366611,659672.479740,2281614.390803
23903,"","3",60.008974,659624.425852,2281579.119763,659683.605500,2281569.177619,659654.015676,2281574.148691
23904,"","PROL.GUARDIA NACIONAL",168.471139,659978.409212,2281423.973266,660082.504572,2281291.623442,660031.059414,2281358.219748
23905,"","LADERA DE LOS PINOS",42.689580,659956.520060,2281380.187154,659994.759292,2281399.165074,659975.639676,2281389.676114
23906,"","LADERA DE LOS CEDROS",54.092349,659972.099068,2281345.913618,660020.252028,2281370.556562,659996.175548,2281358.235090
23907,"","LADERA DE FRESNOS",61.819102,659987.961212,2281313.622802,660043.478652,2281340.814994,660015.719932,2281327.218898
23908,"","LADERA DE CASUARINAS",70.937664,660004.389884,2281279.632402,660067.838460,2281311.356690,660036.114172,2281295.494546
23909,"","KADERA DE ROBLES",83.527868,660020.535164,2281246.491922,660082.001020,2281293.228562,660052.259580,2281269.021318
23910,"","CIRCUITO NATURA",145.787196,659136.427132,2290210.708251,659281.868540,2290202.798235,659209.305697,2290209.366014
23911,"","CIRCUITO NATURA",118.634918,659160.412284,2290014.490010,659277.785980,2290027.503258,659219.494151,2290017.838537
23912,"","CIRCUITO NATURA",206.746626,659159.901948,2290003.007770,659155.309052,2290209.687579,659157.622754,2290106.353496
23913,"","CIRCUITO NATURA",179.256753,659259.414396,2290205.349915,659264.772732,2290026.227354,659261.395914,2290115.782052
23914,"","PRIVADA VIENTO",102.146592,659157.605500,2290150.490395,659259.669628,2290147.683739,659208.671411,2290150.325229
23915,"","PRIVADA DEL MANANTIAL",102.038163,659161.177724,2290093.844891,659262.986620,2290089.507099,659212.190952,2290094.125201
23916,"","GIRASOL",62.892775,659206.596220,2290011.428122,659213.485564,2289948.913818,659210.040892,2289980.170970
23917,"","SAN ANGEL MANUELITO",130.947724,661394.158462,2291894.542108,661329.999230,2291828.418844,661388.283752,2291829.332336
23918,"","VALLE MONTECARLO",275.535781,661457.008382,2291620.228636,661474.684926,2291895.196828,661465.846654,2291757.712732
23919,"","PRIVADA MONTECARLO",42.574765,661477.958270,2291855.915676,661520.512894,2291854.606236,661499.235582,2291855.260956
23920,"","RNDA. MONTECARLO",41.981660,661473.375486,2291799.612572,661515.275390,2291796.993820,661494.325438,2291798.303196
23921,"","VALLE MONTECARLO",40.638080,661463.555198,2291625.466140,661504.145790,2291623.502108,661483.850494,2291624.484124
23922,"","RNDA. MONTECARLO",41.900032,661465.519230,2291679.805084,661507.419262,2291679.805084,661486.469246,2291679.805084
23923,"","PASEO MONTECARLO",41.981660,661469.447422,2291740.036252,661511.347326,2291737.417500,661490.397374,2291738.726876
23924,"","PASEO MONTECARLO",65.543971,661642.939262,2291626.775452,661708.407806,2291624.811420,661675.635820,2291624.811420
23925,"","PO. VILLA MONACO",69.796687,661644.248574,2291701.409692,661713.645310,2291696.172188,661679.109230,2291699.788261
23926,"","PO. VILLA FUENTE",70.781783,661648.176766,2291772.115868,661718.882814,2291768.842396,661683.529790,2291770.479132
23927,"","PO. MONEGHTI",66.152426,661655.378302,2291838.239132,661721.501566,2291836.275100,661688.439934,2291837.257116
23928,"","PASEO MONACO",279.456742,661639.665790,2291618.919324,661657.342334,2291895.851420,661640.077122,2291758.309022
23929,"","PASEO DE LA HACIENDA",113.179116,661318.263422,2292346.334749,661384.386686,2292293.305245,661374.415995,2292339.315730
23930,"","PASEO DE LA HACIENDA",169.894410,661309.752446,2292245.513117,661421.703806,2292247.477149,661358.633271,2292278.975204
23931,"","RNDA. ACUEDUCTO",268.417408,661428.905342,2292330.622237,661610.075902,2292464.259741,661557.330081,2292357.960769
23932,"","RNDA. ACUEDUCTO",221.414508,661432.295166,2292404.425629,661550.241662,2292276.147869,661536.791286,2292384.261531
23933,"","PO. DE LOS CEDROS",204.051232,661767.481598,2292395.051037,661801.041662,2292591.931677,661792.941711,2292490.821768
23934,"","PASEO FLORENCIA",161.349153,661971.074174,2292589.348893,661961.604094,2292428.356125,661967.457783,2292508.755413
23935,"","PASEO FLORENCIA",171.273800,661870.776574,2292383.587997,661963.756414,2292451.601053,661882.379734,2292467.593382
23936,"","PO. DE LOS VALLES",303.164568,661716.463870,2292396.071453,661989.918846,2292308.320925,661866.112051,2292372.116221
23937,"","VENECIA",75.773510,661775.644414,2292426.203805,661850.975230,2292418.024989,661813.309822,2292422.114397
23938,"","RNIDA. FLORENCIA",83.118109,661881.107582,2292411.137565,661952.994814,2292372.826397,661920.169342,2292398.314500
23939,"","RNDA. DE LOS CEDROS",60.270853,661793.293310,2292480.442013,661853.558014,2292479.581085,661823.425662,2292480.011549
23940,"","RNDA. DE LOS CEDROS",58.974883,661799.750270,2292538.123933,661858.723582,2292537.693469,661829.236926,2292537.908701
23941,"","RNDA. DE LOS CEDROS",60.793181,661804.485374,2292594.083997,661865.180542,2292594.083997,661834.838826,2292595.702854
23942,"","PASEO SAN LUIS",65.852895,661919.610110,2292786.739613,661917.314302,2292720.926749,661918.462206,2292753.833181
23943,"","PASEO SAN LUIS",222.073047,661809.662846,2292627.396893,661956.880894,2292714.565533,661845.913841,2292716.302733
23944,"","PASEO SAN LUIS",133.345324,661815.474174,2292653.224733,661948.809726,2292651.610397,661882.141950,2292652.417565
23945,"","PASEO SAN LUIS",86.032456,661955.912318,2292711.659933,661950.746878,2292625.782685,661953.329598,2292668.721309
23946,"","LOS AHUEHUETES",133.712902,661611.704958,2292494.506141,661689.687934,2292550.250653,661622.937757,2292554.018795
23947,"","PASEO SAN ANTONIO",161.400898,661590.652542,2292667.966493,661650.548222,2292564.779805,661651.745472,2292645.471372
23948,"","PASEO SAN ANTONIO",60.926861,661585.315326,2292602.437021,661646.100606,2292598.285853,661615.707966,2292600.361437
